,Track Name,Artist Name,Album,Album Release Date,Artist Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration,Time Signature,Artist Popularity,Track Popularity,Track URI,Artist URI
1511,Acid Rain,Alexis Jordan,Acid Rain,2013-02-20,talent show,0.707,0.799,5,-2.912,0,0.031,0.0314,4.52e-06,0.0989,0.628,127.981,216480,4,54,8,spotify:track:33zraYoCg6Rl7uIodYLdGG,spotify:artist:5LmYIx9kSWBJOWbP4xAxb1
1512,Let It Roll,Flo Rida,Wild Ones,2012-06-22,"dance pop, miami hip hop, pop, pop rap",0.701,0.915,4,-3.887,0,0.128,0.171,0.0,0.394,0.698,127.101,194453,4,80,37,spotify:track:72yHcYTFilEkFY1cJigOaE,spotify:artist:0jnsk9HBra6NMjO2oANoPY
1513,Applause,Lady Gaga,Applause,2013-08-12,"art pop, dance pop, pop",0.667,0.771,7,-4.269,0,0.052,0.0299,1.16e-06,0.0998,0.688,139.951,212493,4,85,0,spotify:track:5I9Py57H8vqanuNhUVcLHN,spotify:artist:1HY2Jd0NmPuamShAr6KMms
1514,Boom Kah,Robin Packalen,Boom Kah,2013-01-01,"finnish dance pop, finnish pop",0.727,0.859,7,-4.618,1,0.106,0.0142,0.0,0.323,0.642,103.961,194013,4,50,0,spotify:track:7h0rft1UCD1yp3Mv2v7I3f,spotify:artist:4Q4b4S784htx6DtxcMUfMO
1515,Don't You Know It's True - Radio edit,Kingston Crew,Don't You Know It's True,2013-09-27,,0.616,0.741,9,-5.365,0,0.0448,0.102,0.0,0.214,0.815,127.959,179560,4,0,0,spotify:track:2Fc5nXI9LhZjU7phJF4y81,spotify:artist:0lWAObApDbR6eHya5bPo30
1516,Rather Be (feat. Jess Glynne),Clean Bandit,Rather Be (feat. Jess Glynne),2014-01-17,"pop, uk dance, uk funky",0.799,0.586,11,-6.735,1,0.0377,0.162,2.03e-06,0.193,0.549,120.97,227833,4,74,74,spotify:track:3s4U7OHV7gnj42VV72eSZ6,spotify:artist:6MDME20pz9RveH9rEXvrOM
1517,Always On My Mind,Adelén,Always On My Mind,2014-03-14,"norwegian pop, scandipop",0.552,0.706,11,-6.025,0,0.0324,0.0108,2.47e-06,0.273,0.425,127.981,184461,4,36,21,spotify:track:2DhTGrhahGYupNzCG2K8TE,spotify:artist:2qS6cYzM5ajhprcxQa1Ilc
1518,Hullu,Juju,Julius Kivi on hullu,2014-05-31,"finnish dance pop, finnish hip hop",0.748,0.787,0,-4.666,0,0.0303,0.0558,0.000155,0.23,0.462,104.983,196267,4,37,42,spotify:track:1Pkqjqz1vKIN521Yy2J9uF,spotify:artist:4wKjWfqZbq8A1iExbdFDXa
1519,Best Day Of My Life,American Authors,"Oh, What A Life",2014-01-01,"modern rock, pop rock",0.67,0.905,2,-2.385,1,0.0339,0.0625,0.000151,0.0577,0.516,100.021,194240,4,66,0,spotify:track:5j9iuo3tMmQIfnEEQOOjxh,spotify:artist:0MlOPi3zIDMVrfA9R04Fe3
1520,Somewhere to Run,Krewella,Somewhere to Run,2015-03-23,"edm, electra, electro house, pop dance",0.507,0.93,3,-1.015,1,0.0803,0.21,0.000455,0.362,0.568,111.899,222080,4,54,37,spotify:track:7AeYomUuCNb965CWyfLTjK,spotify:artist:0Cd6nHYwecCNM1sVEXKlYr
1521,One Heart (feat. P. Moody) - Radio Edit,ItaloBrothers,One Heart (feat. P. Moody),2014-12-22,"hands up, italo dance",0.771,0.863,6,-5.086,1,0.0425,0.0401,0.000957,0.063,0.88,129.984,200202,4,61,28,spotify:track:4HGYh7ImFLf8mShbWrSFQ1,spotify:artist:5nkYRuiIHg2xXHFC8bfosJ
1522,If I Lose Myself,OneRepublic,If I Lose Myself,2012-01-01,"piano rock, pop",0.488,0.721,2,-6.064,1,0.0461,0.094,0.0,0.105,0.273,140.109,241613,4,83,0,spotify:track:6G9JORy1gvXtzi8bKugZzZ,spotify:artist:5Pwc4xIPtQLFEnJriah9YJ
1523,Locked out of Heaven,Bruno Mars,Unorthodox Jukebox,2012-12-07,"dance pop, pop",0.726,0.698,5,-4.165,1,0.0431,0.049,0.0,0.309,0.867,143.994,233478,4,89,89,spotify:track:3w3y8KPTfNeOKPiqUTakBh,spotify:artist:0du5cEVh5yTK9QJze8zA0C
1524,Don't Wake Me Up,Chris Brown,Fortune (Deluxe Version),2012-06-29,"r&b, rap",0.602,0.691,7,-5.197,0,0.051,0.0548,0.0,0.144,0.206,127.967,222307,4,87,0,spotify:track:12Ns5IphkblPmHxpRILG9t,spotify:artist:7bXgB6jMjp9ATFy66eO08Z
1525,My Songs Know What You Did In The Dark (Light Em Up),Fall Out Boy,Save Rock And Roll,2013-04-12,"emo, modern rock, pop, rock",0.558,0.924,9,-4.341,0,0.064,0.0271,3.32e-06,0.537,0.567,151.99,186827,4,79,77,spotify:track:2E43WFS4rRc09za2r2GmZl,spotify:artist:4UXqAaa6dQYAk18Lv7PEgX
1526,Pokemoneja,Portion Boys,Pokemoneja,2016-08-11,finnish dance pop,0.699,0.88,1,-3.707,1,0.0623,0.0588,0.0,0.208,0.962,156.958,201896,4,50,0,spotify:track:5TqQuklqBP9QIE9FrduMWM,spotify:artist:04UpsyroM3wyQYwhYd9mSv
1527,What We Started,Don Diablo,What We Started,2016-07-22,"dutch house, edm, electro house, future house, pop dance, progressive electro house",0.36,0.847,11,-3.931,1,0.109,0.223,0.00019,0.147,0.501,89.915,203000,4,66,0,spotify:track:0e3P53YVOXKnUKvqlU4D2j,spotify:artist:1l2ekx5skC4gJH8djERwh1
1528,If I Ever Grow Up,Molly,If I Ever Grow Up,2013-01-01,,0.616,0.753,5,-5.81,1,0.0438,0.00458,0.0,0.506,0.504,129.974,196333,4,4,0,spotify:track:35FSMEViaX0KDErZDdGsDQ,spotify:artist:0EfbADlTrXH5lUhyzAbSs1
1529,If I Lose Myself - Alesso vs OneRepublic,OneRepublic,If I Lose Myself (Alesso vs OneRepublic),2013-01-01,"piano rock, pop",0.518,0.783,2,-4.88,1,0.0406,0.215,9.53e-06,0.14,0.152,125.985,214067,4,83,4,spotify:track:0AhRPDuVwHkLAACbPXidb3,spotify:artist:5Pwc4xIPtQLFEnJriah9YJ
1530,Locked out of Heaven - Sultan and Ned Shepard Remix,Bruno Mars,Locked out of Heaven (Remix),2013-01-21,"dance pop, pop",0.588,0.843,2,-5.25,0,0.0484,0.00481,0.0473,0.356,0.22,128.02,410859,4,89,40,spotify:track:6AIxmLiDNHFQgZstB4lzDB,spotify:artist:0du5cEVh5yTK9QJze8zA0C
1531,Anywhere For You,John Martin,Anywhere For You,2014-01-01,pop edm,0.533,0.913,3,-4.041,1,0.0663,0.0314,1.42e-06,0.104,0.336,128.022,213929,4,66,0,spotify:track:7nkOH6CQX02HDuXKWYuh1I,spotify:artist:2auikkNYqigWStoHWK1Grq
1532,The Next Episode,Dr. Dre,2001,1999-11-16,"g funk, gangster rap, hip hop, rap, west coast rap",0.922,0.909,10,-2.429,0,0.27,0.0281,0.0,0.0856,0.309,95.295,161507,4,79,81,spotify:track:4LwU4Vp6od3Sb08CsP99GC,spotify:artist:6DPYiyq5kWVQS4RGwxzPC7
1533,Last Resort,Papa Roach,To Be Loved: The Best Of Papa Roach (Explicit Version),2010-01-01,"alternative metal, nu metal, rap metal, rap rock, rock",0.56,0.892,4,-3.365,0,0.0644,0.000624,0.000164,0.177,0.67,90.615,200480,4,72,0,spotify:track:4V05j7HDUU2bZQwDOeIySh,spotify:artist:4RddZ3iHvSpGV4dvATac9X
1534,Hoe,Heikki Kuula,Bae / Hoe,2016-05-06,"finnish dance pop, finnish hip hop",0.686,0.849,2,-4.926,1,0.164,0.0502,0.0,0.145,0.505,91.892,168546,4,40,31,spotify:track:1U7VcCEkYqsxkmEfwsUNgG,spotify:artist:2EuQqDENk0vVonzvKya24Q
1535,Monster (Dotexe Remix),Nightcore,Monster (Dotexe Remix),2017-03-01,"hands up, nightcore",0.578,0.649,0,-5.649,1,0.0878,0.416,0.00253,0.0869,0.386,168.813,184947,4,49,58,spotify:track:0y8UKPyJOluqIuacosTKEv,spotify:artist:77t00lrU1uk65snqAdoPnt
1536,Everytime We Touch - Nightcore Edit,Cascada,Nightcore,2015-09-11,"eurodance, europop, german techno, melbourne bounce international",0.517,0.962,0,-6.391,1,0.102,0.0126,0.00125,0.436,0.546,177.641,148479,4,68,0,spotify:track:76nitv7aiLVbJLmuZZKb92,spotify:artist:0N0d3kjwdY2h7UVuTdJGfp
1537,Welcome to the Club - Nightcore Edit,Manian,Nightcore,2015-09-11,hands up,0.535,0.999,1,-6.712,0,0.0994,0.0267,0.0236,0.332,0.0851,95.008,153920,4,45,0,spotify:track:4crpj2tAQzu03CLvVPrbEy,spotify:artist:2zgkC2iqDlq3FcI2B7ChnD
1538,Stamp on the Ground - Nightcore Edit,ItaloBrothers,Nightcore,2015-09-11,"hands up, italo dance",0.645,0.948,11,-8.29,1,0.0464,0.198,0.0264,0.197,0.41,93.744,157599,4,61,0,spotify:track:1xEN36QncsfBMo3MfTg2LI,spotify:artist:5nkYRuiIHg2xXHFC8bfosJ
1539,Miracle - Nightcore Edit,Cascada,Nightcore,2015-09-11,"eurodance, europop, german techno, melbourne bounce international",0.552,0.94,9,-7.303,1,0.0544,0.0324,0.000236,0.273,0.685,175.06,174503,4,68,0,spotify:track:4DTt5GO8pY4Rxv2exdNqtK,spotify:artist:0N0d3kjwdY2h7UVuTdJGfp
1540,Angel With a Shotgun,The Cab,Symphony Soldier,2011,"neon pop punk, pop punk, vegas indie",0.543,0.84,2,-5.121,1,0.0499,0.00471,0.0,0.179,0.394,124.037,223093,4,54,61,spotify:track:5A8jUZatix87xG0Zj6HSKG,spotify:artist:2C2sVVXanbOpymYBMpsi89
1541,"Mies, Jolle Ei Koskaan Tapahdu Mitään",J. Karjalainen Yhtyeineen,Suurimmat Hitit,2005-01-01,"classic finnish rock, suomi rock",0.683,0.661,0,-8.069,1,0.0256,0.0451,1.04e-05,0.125,0.653,106.522,286693,4,34,30,spotify:track:1rNqqzRHA3i2MSHRQ7tD87,spotify:artist:2TJt4Scoum9lEvQWHZILKZ
1542,1972,Anssi Kela,Suuria Kuvioita,2003-08-29,"finnish dance pop, finnish pop, iskelma, suomi rock",0.552,0.586,3,-7.242,1,0.0801,0.0344,0.0,0.167,0.558,153.973,248547,4,39,44,spotify:track:7BkWKIEQYvABzJiSb5O6ZN,spotify:artist:7ISARfXENNWqIhKcO6kyrG
1543,Mennyt mies,J. Karjalainen,Et ole yksin,2013-02-18,"laulaja-lauluntekija, suomi rock",0.591,0.856,11,-5.26,0,0.0327,0.004,6.52e-06,0.0943,0.663,124.024,255440,4,37,47,spotify:track:0thSyp6VHdgcQsSuoYEdOJ,spotify:artist:03WFRA66hsZpJ5rqylE0vQ
1544,Puistossa,Anssi Kela,Nummela,2001-08-31,"finnish dance pop, finnish pop, iskelma, suomi rock",0.673,0.576,0,-8.812,1,0.152,0.0997,0.000182,0.116,0.772,81.935,270080,4,39,43,spotify:track:4WykP5Z0vPqC7M1NC9jC8C,spotify:artist:7ISARfXENNWqIhKcO6kyrG
1545,Every Breath You Take - Remastered 2003,The Police,Synchronicity (Remastered),1983-06-01,"album rock, classic rock, permanent wave, rock",0.82,0.452,1,-9.796,1,0.0348,0.543,0.00294,0.0701,0.74,117.401,253250,4,77,0,spotify:track:5C0LFQARavkPpn7JgA4sLk,spotify:artist:5NGO30tJxFlKixkPSgXcFE
1546,Vadelmavene,Kasmir,Vadelmavene,2014-01-01,"finnish dance pop, finnish hip hop, finnish pop, finnish soul, suomi rock",0.497,0.58,11,-5.553,0,0.243,0.232,0.0,0.679,0.662,86.14,198253,4,34,0,spotify:track:31zvhJSp0L6D3R8FXtjhqC,spotify:artist:2O6Va98fudK0E8rtu7Nm2Z
1547,Shake That,Eminem,Curtain Call (Deluxe),2005-12-06,"detroit hip hop, hip hop, rap",0.964,0.642,1,-5.831,0,0.109,0.0543,3.68e-05,0.158,0.547,107.006,274440,4,90,0,spotify:track:6KqKg8IPuvtDB3PNAvffFf,spotify:artist:7dGJo4pcD2V6oG8kP0tJRR
1548,Antaudun,Reino Nordin,Antaudun,2017-02-24,"finnish dance pop, finnish hip hop, finnish pop, iskelma, suomi rock",0.534,0.715,1,-4.556,0,0.279,0.617,0.0,0.132,0.661,172.083,196923,4,40,0,spotify:track:4waYSI6TTW0guhTJc4gWzq,spotify:artist:5cvT1YrzMiVuHMg22UKIk5
1549,Tahdon rakastella sinua,SANNI,Tahdon rakastella sinua,2017-02-27,"finnish dance pop, finnish hip hop, finnish pop, suomi rock",0.599,0.879,8,-3.309,1,0.0965,0.0222,0.0,0.0725,0.538,147.055,212527,4,47,26,spotify:track:6FwrG9yyKfGve1wOMq98f9,spotify:artist:7meg3neLTT2WR1LDjL8jze
1550,Tired of Missing You,Isac Elliot,Tired of Missing You,2014-10-10,"finnish dance pop, finnish hip hop, finnish pop",0.59,0.788,1,-5.627,0,0.0379,0.000602,0.0,0.152,0.226,128.032,223088,4,55,0,spotify:track:08nPG3sPkJ1n8ku3UTCtPU,spotify:artist:3aD9K1zaLQ3G7yp9XV5E4D
1551,Imus,Gasellit,Imus,2017-01-26,"finnish dance pop, finnish hip hop",0.788,0.791,1,-5.555,1,0.122,0.0186,6.39e-06,0.181,0.482,124.011,226827,4,46,0,spotify:track:36Z8yGC7k9452ieaSGYRMg,spotify:artist:1iVTfRuCrTJJ7QudNpQatF
1552,Filmi katkee (feat. Aste),Aleksanteri Hakaniemi,Filmi katkee (feat. Aste),2017-02-01,"finnish dance pop, finnish hip hop, finnish pop, finnish pop punk, iskelma, suomi rock",0.754,0.896,5,-4.184,0,0.0842,0.0541,0.0,0.0554,0.714,98.012,187190,4,32,22,spotify:track:2G6x5MCndBRioc5CiMSDMx,spotify:artist:2KGbvHE2WfRazq4yE3pcWi
1553,Holy Grail,JAY-Z,Magna Carta... Holy Grail,2013-07-10,"east coast hip hop, gangster rap, hip hop, pop rap, rap",0.683,0.537,2,-6.945,0,0.0878,0.0619,1.01e-05,0.247,0.153,145.089,338413,4,84,0,spotify:track:1olNHIIVl4EVwIEPGYIR7G,spotify:artist:3nFkdlSjzX9mRTtwJOzDYB
1554,Maailma loppuu tänään,Titta,Maailma loppuu tänään,2014-06-11,"finnish dance pop, finnish pop, iskelma",0.616,0.559,7,-7.292,1,0.0771,0.167,5.61e-06,0.0644,0.333,147.946,218373,4,26,28,spotify:track:46AJKQZ9C5KptlPVyBjjBs,spotify:artist:3vSPGdAKywVxEwnOXjghbG
1555,Ihan sairasta mutta oikeesti kuulumme yhteen,Antti Tuisku,En kommentoi,2015-05-22,"finnish dance pop, finnish pop",0.619,0.704,8,-4.154,1,0.0572,0.266,0.0,0.106,0.394,127.982,247160,4,45,25,spotify:track:1VHH15YtVrrjyo5INccHOt,spotify:artist:54CMkgIraCOO9pSRfPKiKt
1556,Ride,SoMo,Ride,2013-01-01,"pop r&b, r&b, teen pop",0.703,0.513,11,-7.544,1,0.0534,0.394,0.0,0.147,0.312,115.022,289368,4,54,0,spotify:track:2KzaeGqwXjtpx37We31k32,spotify:artist:5AtWO8IEnjhRLzaVVQxFUs
1557,Erase Your Social,Lil Uzi Vert,The Perfect LUV Tape,2016-08-10,"hip hop, melodic rap, philly rap, rage rap, rap, trap",0.705,0.609,3,-5.728,1,0.0729,0.694,0.0,0.234,0.718,140.058,199993,4,84,72,spotify:track:4uhvMW7ly7tJil31YYscAN,spotify:artist:4O15NlyKLIASxsJ0PrXPfz
1558,HUMBLE.,Kendrick Lamar,HUMBLE.,2017-03-31,"conscious hip hop, hip hop, rap, west coast rap",0.907,0.591,1,-7.507,0,0.105,0.000359,2.81e-05,0.0897,0.418,149.992,177604,4,90,0,spotify:track:31c9IHwCIONmUYW0jL7Riz,spotify:artist:2YZyLoL8N0Wb9xBt1NhZWg
1559,Family Business,Kanye West,The College Dropout,2004-02-13,"chicago rap, hip hop, rap",0.726,0.533,0,-7.49,1,0.216,0.159,0.0,0.475,0.548,93.702,278893,4,94,0,spotify:track:6wFxUq7Gr44N3uwLjVQRR0,spotify:artist:5K4W6rqBFWDnAN6FQUkS6x
1560,Symphony (feat. Zara Larsson),Clean Bandit,So Good,2017-03-17,"pop, uk dance, uk funky",0.718,0.609,0,-4.699,0,0.043,0.281,3.29e-05,0.234,0.497,122.95,214867,4,74,0,spotify:track:4SPLWgCPoKwULz2UTM8TKg,spotify:artist:6MDME20pz9RveH9rEXvrOM
1561,Clique,Kanye West,Kanye West Presents Good Music Cruel Summer,2012-01-01,"chicago rap, hip hop, rap",0.71,0.555,9,-5.942,0,0.295,0.0601,0.0,0.227,0.303,109.204,293613,5,94,0,spotify:track:7eW9cHOAHmYqphs5tWXETw,spotify:artist:5K4W6rqBFWDnAN6FQUkS6x
1562,Boombidibyebye (feat. Ivone Cerdan),Keko Salata,Boombidibyebye,2017-02-24,"finnish dance pop, finnish hip hop, finnish pop",0.776,0.843,8,-5.464,1,0.106,0.267,0.0,0.071,0.449,97.975,216238,4,48,20,spotify:track:0z5xk3m3oRotHSx4OBPi8D,spotify:artist:18KcOgLds5SUgIpQIveiJN
1563,Soittorasia,Petri Nygård,Soittorasia,2016-08-09,"finnish dance pop, finnish hip hop, finnish pop",0.689,0.812,10,-3.931,0,0.0313,0.00654,0.0,0.295,0.367,131.985,214310,4,47,31,spotify:track:6qBoGwWaCo60MnCjIBanEC,spotify:artist:4l0zTor5S32Yly4uw96Bto
1564,Siivet,Teflon Brothers,Siivet,2016-11-11,"finnish dance pop, finnish hip hop, finnish pop, suomi rock",0.698,0.727,11,-5.277,0,0.143,0.00379,2.6e-06,0.153,0.592,124.04,226133,4,48,0,spotify:track:7HceM0pK43Fde1C2C5jxG5,spotify:artist:3zh3U2eQ64EhBFbJuxgf1M
1565,Rakkaudesta,Titta,Rakkaudesta,2017-02-13,"finnish dance pop, finnish pop, iskelma",0.699,0.719,11,-6.44,1,0.128,0.0595,0.00456,0.161,0.354,119.93,211547,4,26,11,spotify:track:7F7hIN7STbxevaC4kII8Ux,spotify:artist:3vSPGdAKywVxEwnOXjghbG
1566,Ei pystyny hengittää,Vesala,Ei pystyny hengittää,2016-10-26,"finnish dance pop, finnish pop, iskelma, suomi rock",0.359,0.66,9,-6.11,0,0.0452,0.0306,0.096,0.186,0.103,154.853,224221,4,44,17,spotify:track:6PvU77TNPrmBD3OYvJDSXo,spotify:artist:5fyBhURKALJ81CC9X4DvZP
1567,Thinking About You,Hardwell,Thinking About You,2016-10-14,"big room, dutch house, edm, electro house, pop dance, progressive electro house, progressive house",0.702,0.914,6,-3.197,0,0.0507,0.0271,5.97e-05,0.259,0.623,121.994,191311,4,67,44,spotify:track:6C6MLXm77V9VH0v27oJRak,spotify:artist:6BrvowZBreEkXzJQMpL174
1568,Hula Hula,Robin Packalen,Hula Hula,2017-03-24,"finnish dance pop, finnish pop",0.608,0.91,10,-3.692,0,0.0869,0.102,0.0,0.384,0.773,101.905,215548,4,50,37,spotify:track:5WytJMdICvcrJF6JY0W4pl,spotify:artist:4Q4b4S784htx6DtxcMUfMO
1569,Mask Off,Future,FUTURE,2017-08-04,"atl hip hop, hip hop, rap, southern hip hop, trap",0.833,0.434,2,-8.795,1,0.431,0.0102,0.0219,0.165,0.281,150.062,204600,4,94,47,spotify:track:3rOSwuTsUlJp0Pu0MkN8r8,spotify:artist:1RyvyyTE3xzB2ZywiAwp0i
1570,Sitä säät mitä tilaat (feat. Ellinoora),JVG,Sitä säät mitä tilaat (feat. Ellinoora),2017-02-16,"finnish dance pop, finnish hip hop, finnish pop, finnish trap",0.678,0.56,8,-6.06,0,0.0533,0.136,0.000469,0.114,0.147,93.129,215400,4,55,36,spotify:track:5DTBkAANRc9K2B2uZ9aVCU,spotify:artist:55mdlQp6zN8zdyIYB9DDQj
1571,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,Swalla (feat. Nicki Minaj & Ty Dolla $ign),2017-02-23,"dance pop, pop",0.696,0.817,1,-3.862,1,0.109,0.075,0.0,0.187,0.782,98.064,216409,4,79,73,spotify:track:6kex4EBAj0WHXDKZMEJaaF,spotify:artist:07YZf4WDAMNwqr4jfgOZ8y
1572,Muistanks Mä Väärin?,Gasellit,Muistanks Mä Väärin?,2017-04-07,"finnish dance pop, finnish hip hop",0.793,0.717,5,-5.518,0,0.133,0.278,1.01e-05,0.151,0.594,97.971,220040,4,46,0,spotify:track:4Edk4UEk5Vlul0ZUoVxLqT,spotify:artist:1iVTfRuCrTJJ7QudNpQatF
1573,Something Just Like This,The Chainsmokers,Memories...Do Not Open,2017-04-07,pop,0.617,0.635,11,-6.769,0,0.0317,0.0498,1.44e-05,0.164,0.446,103.019,247160,4,81,88,spotify:track:6RUKPb4LETWmmr3iAEQktW,spotify:artist:69GGBxA162lTqCwzJG5jLp
1574,Chasing Highs,ALMA,Chasing Highs,2017-03-23,,0.782,0.764,2,-4.591,0,0.0572,0.303,1.17e-05,0.433,0.526,111.968,195678,4,55,0,spotify:track:6fTsxhIosAU6zXTAhSaemI,spotify:artist:6c0mTNAxJxlp9HpKTUZwA8
1575,Urheiluhullu,JVG,Urheiluhullu,2017-03-13,"finnish dance pop, finnish hip hop, finnish pop, finnish trap",0.711,0.877,0,-4.127,1,0.0489,0.0258,0.0,0.152,0.967,128.036,168449,4,55,33,spotify:track:0mj07aASkf2RYZR1QQ5k7l,spotify:artist:55mdlQp6zN8zdyIYB9DDQj
1576,Hulluuden Highway,Haloo Helsinki!,Hulluuden Highway,2017-03-10,"finnish dance pop, finnish pop, suomi rock",0.612,0.9,4,-5.852,0,0.0875,0.0188,0.00181,0.377,0.454,129.9,255507,4,51,43,spotify:track:1RPMDcIljymdp7dSgTfhls,spotify:artist:0JTMRuiDzOCjWuYtWMgv2s
1577,Rakas,Haloo Helsinki!,Hulluuden Highway,2017-03-10,"finnish dance pop, finnish pop, suomi rock",0.616,0.669,7,-5.989,0,0.0475,0.589,6.55e-06,0.111,0.358,127.874,214107,4,51,39,spotify:track:0O2nxouygWlAVxHZPw3YCW,spotify:artist:0JTMRuiDzOCjWuYtWMgv2s
1578,Maailman Toisella Puolen,Haloo Helsinki!,Helsingistä Maailman Toiselle Puolen – Parhaat 2007-2012,2012-01-01,"finnish dance pop, finnish pop, suomi rock",0.681,0.645,0,-7.525,1,0.034,0.0131,0.000764,0.1,0.914,125.015,241347,4,51,19,spotify:track:7DNUxxMdLLnAwUiWm2P9V6,spotify:artist:0JTMRuiDzOCjWuYtWMgv2s
1579,Jos Mun Pokka Pettää,Haloo Helsinki!,Helsingistä Maailman Toiselle Puolen – Parhaat 2007-2012,2012-01-01,"finnish dance pop, finnish pop, suomi rock",0.536,0.831,10,-6.311,1,0.0453,0.0207,0.0,0.0794,0.773,136.33,213307,4,51,18,spotify:track:3As0v0OzE3qjsnEKI8phHZ,spotify:artist:0JTMRuiDzOCjWuYtWMgv2s
1580,Karhun kaato,HesaÄijä,Karhun kaato,2017-04-07,"finnish dance pop, finnish hip hop, finnish pop, iskelma",0.66,0.869,7,-4.572,1,0.0519,0.0331,0.0,0.84,0.778,130.051,200425,4,38,21,spotify:track:2V2wTsXn6clpbtNYsCLnO2,spotify:artist:31l5HEi8RuEjCwU46y49Hf
1581,Rihanna (feat. Heikki Kuula),Hotelli Vantaa,Rihanna (feat. Heikki Kuula),2017-04-05,,0.67,0.762,7,-5.328,0,0.0503,0.123,0.0,0.317,0.472,97.959,211018,4,5,7,spotify:track:595VInLskiR7Cz2f6BTMgT,spotify:artist:3SIvew2bHLUOjELzh5jWWo
1582,Yhdessä yksinäisiä,Janne Ordén,Yhdessä yksinäisiä,2017-04-14,"finnish dance pop, finnish hip hop",0.657,0.832,4,-4.787,0,0.167,0.051,0.0,0.157,0.663,99.974,186220,4,21,16,spotify:track:4AOWlVNCZZwS3iKJDNlqqF,spotify:artist:7spvsR19EKSeN4M8HgD1oj
1583,Arvon Leidit,Teflon Brothers,Arvon Leidit,2017-03-17,"finnish dance pop, finnish hip hop, finnish pop, suomi rock",0.736,0.842,6,-4.418,1,0.0432,0.00209,0.00679,0.0659,0.607,103.016,209874,4,48,22,spotify:track:7KHixMcZqOwQ1Q2svkO4la,spotify:artist:3zh3U2eQ64EhBFbJuxgf1M
1584,Työmiehen lauantai (feat. TIPPA),Arttu Wiskari,Työmiehen lauantai (feat. TIPPA),2017-04-03,"finnish dance pop, finnish pop, iskelma, suomi rock",0.626,0.772,7,-5.797,1,0.0534,0.058,0.0,0.109,0.621,128.069,218829,4,49,32,spotify:track:1ZIfhYiIWAHIDGFELBau6x,spotify:artist:3XqH4FcUOrw2gw7L3BBaDn
1585,Mun Kaa,SINI YASEMIN,Mun Kaa,2017-01-25,"finnish dance pop, finnish hip hop, finnish pop",0.647,0.781,10,-4.428,1,0.0418,0.162,0.0,0.141,0.276,139.97,227839,4,37,24,spotify:track:7p6i6Jgh3WUYmmhdiVlyhl,spotify:artist:4DpQueNEIhOottP5j70XqR
1586,Sunnuntaisin (feat. NEEA),Janne Ordén,Sunnuntaisin (feat. NEEA),2017-01-13,"finnish dance pop, finnish hip hop",0.645,0.783,6,-5.412,1,0.164,0.182,0.0,0.16,0.631,91.084,192094,4,21,25,spotify:track:5qRCsAyI0Hi380917HcEZQ,spotify:artist:7spvsR19EKSeN4M8HgD1oj
1587,Huonoo Seuraa,Kasmir,Huonoo Seuraa,2017-01-27,"finnish dance pop, finnish hip hop, finnish pop, finnish soul, suomi rock",0.592,0.738,7,-7.252,0,0.0581,0.0604,0.0,0.473,0.606,97.067,219563,4,34,16,spotify:track:3T1QBIeRRaAFAqcPgZg37l,spotify:artist:2O6Va98fudK0E8rtu7Nm2Z
1588,Kun tänään lähden,Erin,Kun tänään lähden,2017-04-10,"finnish dance pop, finnish pop, iskelma, suomi rock",0.429,0.535,0,-6.873,1,0.0898,0.287,9.62e-06,0.0985,0.203,83.092,220930,4,40,10,spotify:track:3mH4rqLgonRtC9CtVeXA1a,spotify:artist:5H34mYQz0gLcqPWIOTyDaJ
1589,En Pysty Lopettaa,BESS,En Pysty Lopettaa,2017-02-10,"finnish dance pop, finnish hip hop, finnish pop",0.957,0.64,11,-4.588,0,0.152,0.0899,0.0333,0.203,0.805,111.986,188333,4,52,15,spotify:track:0S4L6NE73zybaDIZm9WL4j,spotify:artist:63RF3q8ejWJup6nAPb3KLw
1590,Ai Ai Ai,STIG,Ai Ai Ai,2017-03-22,"finnish dance pop, finnish hip hop, finnish pop, suomi rock",0.833,0.671,9,-5.052,0,0.0414,0.0202,0.0189,0.0313,0.974,113.033,191464,4,42,18,spotify:track:3f3b8xQYDI0mf8fJaAkNZB,spotify:artist:6TKvvwslcx2bKwiX2aBxbd
1591,Sinä riität,Mikko Harju,Sinä riität,2017-01-25,"finnish dance pop, finnish pop, iskelma, laulaja-lauluntekija",0.642,0.613,7,-6.453,0,0.0335,0.0247,5.85e-06,0.33,0.427,115.986,227510,4,36,23,spotify:track:5mwei8E7EL1NoWVBxJiieZ,spotify:artist:4d5lT8L9TN7RfbYCs1sa8n
1592,Now Or Never,Halsey,Now Or Never,2017-04-04,"electropop, etherpop, indie poptimism, pop",0.67,0.585,6,-4.861,0,0.0354,0.107,1.11e-06,0.131,0.447,110.03,214802,4,81,0,spotify:track:1mDGDb2fUmUMdqV3tb8VKQ,spotify:artist:26VFTg2z8YR0cCuwLzESi2
1593,Regret In Your Tears,Nicki Minaj,Regret In Your Tears,2017-03-09,"hip pop, pop, queens hip hop, rap",0.764,0.468,0,-11.08,0,0.0869,0.745,0.312,0.171,0.231,106.137,229573,4,87,0,spotify:track:5x8W6iNXDCQrHp1DF5j4UW,spotify:artist:0hCNtLu0JehylgoiP8L4Gh
